	895
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION BUREAU OF HEALTH MANPOWER DIVISION OF MANPOWER ANALYSIS	1
UNITED STATES DEPARTMENT OF COMMERCE UNITED STATES FIRE ADMINISTRATION NATIONAL FIRE DATA CENTER	1
DEPARTMENT OF ARMY OFFICE OF CHIEF OF MILITARY HISTORY	1
DEPARTMENT OF JUSTICE LAW ENFORCEMENG ASSISTANCE ADMINISTRATION NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE	1
OFFICE OF CHIEF COUNCIL SIC FOR ADVOCACY UNITED STATES SMALL BUSINESS ADMINISTRATION	1
NATIONAL SCIENCE FOUNDATION DIVISION OF POLAR PROGRAMS	1
PRICE RIVER RESOURCE AREA MOAB DISTRICT BUREAU OF LAND MANAGEMENT	1
PACIFIC NORTHWEST FOREST AND RANGE EXPERIMENT STATION UNITED STATES DEPARTMENT OF AGRICULTURE FOREST SERVICE	1
DEPARTMENT OF AGRICULTURE SCIENCE AND EDUCATION ADMINISTRATION HUMAN NUTRITION CENTER CONSUMER AND FOOD ECONOMICS INSTITUTE	1
NIE	1
SHOCK AND VIBRATION INFORMATION CENTER UNITED STATES DEPARTMENT OF DEFENSE	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF CHILD HEALTH AND HUMAN DEVELOPMENT	1
DEPARTMENT OF DEFENSE DEPARTMENT OF ARMY UNITED STATES ARMY MILITARY HISTORY INSTITUTE	1
DEPARTMENT OF COMMERCE MARITIME ADMINISTRATION OFFICE OF COMMERCIAL DEVELOPMENT OFFICE OF PORT AND INTERMODAL DEVELOPMENT	1
EDUCATION COMMISSION OF STATES	1
DEPARTMENT OF TREASURY OFFICE OF SECRETARY	1
NATIONAL MEDIATION BOARD	1
URBAN INSTITUTE	1
DISTRIBUTED BY NATIONAL CLEARINGHOUSE COMMITTEE ON FOR DRUG ABUSE INFORMATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF EDUCATION OCCUPATIONAL AND ADULT EDUCATION BRANCH	1
FEDERAL HIGHWAY ADMINISTRATION OFFICES OF RESEARCH AND DEVELOPMENT	1
FEDERAL LIBRARY COMMITTEE LIBRARY OF CONGRESS	1
DEPARTMENT OF COMMERCE NATIONAL BUREAU OF STANDARDS INSTITUTE FOR APPLIED TECHNOLOGY CENTER FOR BUILDING TECHNOLOGY OFFICE OF BUILDING STANDARDS AND CODES SERVICE	1
DEPARTMENT OF LABOR OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION	1
AIR FORCE SYSTEMS COMMAND AIR FORCE HUMAN RESOURCES LABORATORY	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE ON DRUG ABUSE DIVISION OF RESEARCH	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF NEUROLOGICAL AND COMMUNICATIVE DISORDERS AND STROKE	1
REVIEW GROUP	1
UNITED STATES DEPARTMENT OF COMMERCE DOMESTIC AND INTERNATIONAL BUSINESS ADMINISTRATION OFFICE OF FIELD OPERATIONS	1
INTERSTATE COMMERCE COMMISSION OFFICE OF PROCEEDINGS SECTION OF ENERGY AND ENVIRONMENT	1
COUNCIL OF IE ON ENVIRONMENTAL QUALITY	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE KOFFICE OF EDUCATION	1
DEFENSE MAPPING AGENCY HYDROGRAPHIC CENTER	1
DEPARTMENT OF AGRICULTURE FOREST SERVICE EASTERN REGION	1
PRESIDENT COMMITTEE ON EMPLOYMENT OF HANDICAPPED COMMUNICATIONS OFFICE	1
COMMISSION ON FEDERAL PAPERWORK	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT SERVICES NATIONAL CENTER ON CHILD ABUSE AND NEGLECT	1
FOREST SERVICE UNITED STATES DEPARTMENT OF AGRICULTURE NORTHEASTERN FOREST EXPERIMENT STATION	1
UNITED STATES DEPARTMENT OF JUSTICE BUREAU OF PRISONS	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT ADMINISTRATION ON AGING	1
OFFICE OF ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE DEPARTMENT OF ARMY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE BUREAU OF HEALTH MANPOWER DIVISION OF NURSING	1
CHACO CENTER NATIONAL PARK SERVICE UNITED STATES DEPARTMENT OF INTERIOR	1
OFFICE OF DEVELOPMENT TESTING AND DISSEMINATION NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAL JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION UNITED STATES DEPARTMENT OF JUSTICE	1
OFFICE OF SURGEON GENERAL	1
ARMY MILITARY HISTORY INSTITUTE	1
ENVIRONMENTAL PROTECTION AGENCY OFFICE OF RESEARCH AND DEVELOPMENT MUNICIPAL ENVIRONMENTAL RESEARCH LABORATROY	1
DEPARTMENT OF TRANSPORTATION OFFICE OF UNIVERSITY RESEARCH	1
DEPARTMENT OF TRANSPORTATION FEDERAL RAILROAD ADMINISTRATION OFFICE OF POLICY AND PROGRAM DEVELOPMENT	1
DEPARTMENT OF JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION OFFICE OF OPERATIONS SUPPORT	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE ADMINISTRATION ON AGING OFFICE OF HUMAN DEVELOPMENT SERVICES DIVISION OF MANPOWER RESOURCES	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH SERVICES ADMINISTRATION BUREAU OF COMMUNITY HEALTH SERVICES DIVISION OF CLINICAL SERVICES	1
HOMEMAKERS COMMITTEE NATIONAL COMMISSION ON OBSERVANCE ON INTERNATIONAL WOMEN YEAR	1
NATIONAL CENTER FOR CHILD ADVOCACY CHILDREN BUREAU OFFICE OF CHILD DEVELOPMENT UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
DEPARTMENT OF DEFENSE DEPARTMENT OF ARMY CORPS OF ENGINEERS BALTIMORE DISTRICT	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE NATIONAL INSTITUTE OF EDUCATION EDUCATIONAL EQUITY GROUP	1
UNITED STATES DEPARTMENT OF COMMERCE MARITIME ADMINISTRATION OFFICE OF POLICY AND PLANS DIVISION OF ECONOMIC AND OPERATIONAL ANALYSES	1
COMMITTEE ON YOUTH DEVELOPMENT PRESIDENT COMMITTEE ON EMPLOYMENT OF HANDICAPPED	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT ADMINISTRATION OF AGING	1
DEPARTMENT OF NAVY ELECTRONIC SYSTEMS COMMAND	1
COURT	1
FEDERAL INTERAGENCY COMMITTEE ON EDUCATION SUB-COMMITTEE ON EDUCATION AND WORK	1
NCUA	1
NATIONAL INSTITUTE OF LAW ENFORCEMENT AND CRIMINAAL JUSTICE	1
BUREAU OF ECONOMICS	1
NATIONAL SCIENCE FOUNDATION DIRECTORATE FOR RESEARCH APPLICATIONS RANN - RESEARCH APPLIED TO NATIONAL NEEDS	1
UNITED STATES DEPARTMENT OF COMMERCE MARITIME ADMINISTRATION OFFICE OF POLICY AND PLANS	1
UNITED STATES ARMY ENGINEER DISTRICT	1
PROGRAM OF POLICY STUDIES IN SCIENCE AND TECHNOLOGY GEORGE WASHINGTON UNIVERSITY	1
HOMEMAKER COMMITTEE NATIONAL COMMISSION ON OBSERVANCE OF INTERNATIONAL WOMEN YEAR	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL BUREAU OF STANDARDS CENTER FOR BUILDING TECHNOLOGY	1
BUREAU FOR PROGRAM AND POLICY COORDINATION AGENCY FOR INTERNATIONAL DEVELOPMENT	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE OF MENTAL HEALTH DIVISION OF SCIENTIFIC AND PUBLIC INFORMATION	1
CRIMINAL DIVISION UNITED STATES DEPARTMENT OF JUSTICE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF EDUCATION BUREAU OF OCCUPATIONAL AND ADULT EDUCATION DIVISION OF VOCATIONAL AND TECHNICAL EDUCATION	1
UNITED STATES DEPARTMENT OF JUSTICE NATIONAL INSTITUTE OF JUSTICE OFFICE OF PROGRAM EVALUATION	1
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY OFFICE OF RESEARCH AND DEVELOPMENT ENVIRONMENTAL MONITORING AND SUPPORT LABORATORY	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT OFFICE OF CHILD DEVELOPMENT HOME START	1
UNITED STATES DEPARTMENT OF JUSTICE LAW ENFORCEMENT ASSISTANCE ADMINISTRATION OFFICE OF JUVENILE JUSTICE AND DELINQUENCY PREVENTION	1
CENTRAL INTELLIGENCE AGENCY AVAILABLE FROM LIBRARY OF CONGRESS	1
NACEDC	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES	1
OFFICE OF DATA AND ANALYSIS COMPETITION TASK FORCE FEDERAL ENERGY ADMINISTRATION NATIONAL ENERGY INFORMATION CENTER	1
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY OFFICE OF RESEARCH AND DEVELOPMENT CORVALLIS ENVIRONMENTAL RESEARCH LABORATORY ASSESSMENT AND CRITERIA DEVELOPMENT	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH SERVICES AND MENTAL HEALTH ADMINISTRATION	1
CENTRAL INTELLIGLENCE AGENCY	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH DIVISION OF RESEARCH GRANTS ETC	1
REORIENTATION BRANCH OFFICE FOR OCCUPIED AREAS OFFICE OF SECRETARY OF ARMY	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES	1
MICROBIOLOGY AND INFECTIOUS DISEASES PROGRAM	1
UNITED STATES GOVERNMENT PRIT OFF	1
DISPLACED PERSONS COMMISSION	1
AUTHORITY	1
UNITED STATES DEPARTMENT OF INTERIOR BUREAU OF INDIAN AFFAIRS DIVISION OF CREDIT AND FINANCING	1
OFFICE OF CHIEF SIGNAL OFFICE	1
NATIONAL INSTITUTES OF HEALTH WASHINGTON	1
UNITED STATES INFORMATION AGENCY	1
HEALTH CARE FINANCING ADMINISTRATION	1
ARCHITECT	1
WORKS PROGRESS ADMINISTRATION	1
GOVERNMENT OF GUAM	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH SERVICES ADMINISTRATION	1
FEDERAL HIGHWAY ADMINISTRATION UNITED STATES DEPARTMENT OF TRANSPORTATION	1
GOVERNMENT PRINT OFF ETC	1
SCIENTIFIC AND TECHNICAL INFORMATION OFFICE NATIONAL AERONAUTICS AND SPACE ADMINISTRATION AVAILABLE FROM NATIONAL TECHNICAL INFORMATION SERVICE SPRINGFIELD VA	1
UNITED STATES DEPARTMENT OF STATE OFFICE OF MEDIA SERVICES	1
CENTRAL INTELLIGENCE AGCENCY	1
HEADQUARTERS ARMY AIR FORCES OFFICE OF ASSISTANT CHIEF OF AIR STAFF INTELLIGENCE	1
DEFENSE MAPPING AGENCY HYDROGRAPHIC CENTER/TOPOGRAPHIC CENTER	1
UNITED STATES ARMY ENGINEER WATERWAYS EXPERIMENT STATION	1
AMERICAN COUNCIL ON EDUCATION	1
UNITED STATES DEPARTMENT OF AGRICULTURE ECONOMICS STATISTICS AND COOPERATIVES SERVICES	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL CENTER FOR HEALTH STATISTICS	1
NATIONAL GEOPHYSICAL DATA CENTER SOLAR-TERRESTRIAL PHYSICS DIVISION	1
UNITED STATES FOREST SERVICE	1
UNITED STATES DEPARTMENT OF INTERIOR NATIONAL PARK SERVICE MID-ATLANTIC REGION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES SOCIAL SECURITY ADMINISTRATION OFFICE OF FAMILY ASSISTANCE	1
UNITED STATES AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE	1
\	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE OFFICE OF INFORMATION SYSTEMS NATIONAL CENTER FOR SOCIAL STATISTICS	1
NATIONAL TRANSPORTATION SAFETY BOARD SPRINGFIELD VA AVAILABLE THROUGH NATIONAL TECHNICAL INFORMATION SERVICE	1
DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE FOOD AND DRUG ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICES FOOD AND DRUG ADMINISTRATION	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF FACILITIES ENGINEERING AND PROPERTY MANAGEMENT	1
BUREAU OF PRODUCT SAFETY FOOD AND DRUG ADMINISTRATION UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE EDUCATION DIVISION OFFICE OF EDUCATION BUREAU OF OCCUPATIONAL AND ADULT EDUCATION	1
HEALTH CARE FINANCING ADMINISTRATION OFFICE OF RESEARCH DEMONSTRATIONS AND STATISTICS	1
OFFICE OF SOUTHERN RHODESIA AFFAIRS BRITISH EMBASSY	1
UNITED STATES PUBLIC HEALTH SERVICE	1
DEPARTMENT OF DEFENSE AMERICAN FORCES INFORMATION SERVICE	1
BANK	1
RELIABILITY ANALYSIS CENTER	1
DEPARTMENT OF TRANSPORTATION FEDERAL RAILROAD ADMINISTRATION BUREAU OF RAILROAD SAFETY	1
SMITHSONIAN INSTITUTION PRESS 1973-	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE OFFICE OF HUMAN DEVELOPMENT SERVICES ADMINISTRATION FOR CHILDREN YOUTH AND FAMILIES RESEARCH AND EVALUATION DIVISION	1
CENTERS	1
UNITED STATES DEPARTMENT OF INTERIOR UNITED STATES GEOLOGICAL SURVEY	1
NATIONAL CENTER FOR ATMOSPHERIC RESEARCH	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES OFFICE OF HUMAN DEVELOPMENT SERVICES ADMINISTRATION FOR CHILDREN YOUTH AND FAMILIES RESEARCH DEMONSTRATION AND EVALUATION DIVISION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE HEALTH RESOURCES AND SERVICES ADMINISTRATION BUREAU OF HEALTH PROFESSIONS	1
DIVISION OF SILVICS UNITED STATES FOREST SERVICE	1
UNITED STATES INTERNATIONAL AGRICULTURAL DEVELOPMENT SERVICE	1
GPO?	1
OFFICE OF GEOGRAPHER	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH SERVICES AND MENTAL HEALTH ADMINISTRATION NATIONAL CENTER FOR HEALTH STATISTICS	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFAREEDUCATION DIVISION NATIONAL CENTER FOR EDUCATION STATISTICS	1
UNITED STATES DEPARTMENT OF AGRICULTURE AGRICULTURAL MARKETING SERVICE CROP REPORTING BOARD	1
STATION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE HEALTH SERVICES ADMINISTRATION BUREAU OF COMMUNITY HEALTH SERVICES	1
GEOGRAPHER	1
UNITED STATES CENTRAL INTELLIGENCE AGENCY NATIONAL FOREIGN ASSESSMENT CENTER	1
DEPARTMENT OF BOTANY NATIONAL MUSEUM OF NATURAL HISTORY	1
FARM CREDIT ADMINISTRATION	1
UNITED STATES DEPARTMENT OF AGRICULTURE CONSUMER AND MARKETING SERVICE	1
UNITED STATES DEPARTMENT OF COMMERCE OFFICE OF TECHNICAL SERVICES	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH DIABETES MELLITUS COORDINATING COMMITTEE	1
UNITED STATES DEPARTMENT OF AGRICULTURE AGRICULTURAL RESEARCH SERVICE	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE FOOD AND DRUG ADMINISTRATION CENTER FOR DRUGS AND BIOLOGICS	1
FEDERAL RADIATION COUNCIL	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE OF MENTAL HEALTH WASHINGTON DC	1
OFFICE OF AEROSPACE RESEARCH UNITED STATES AIR FORCE	1
UNITED STATES DEPARTMENT OF ENERGY ENERGY INFORMATION ADMINISTRATION INTERNATIONAL STATISTICS DIVISION ETC	1
OFFICE OF SECRETARY OF TRANSPORTATION	1
AVAILABLE FROM SUPT OF DOCS	1
UNITED STATES DEPARTMENT OF TRANSPORTATON	1
FARM CREDIT ADMINISTRATION ACCOUNTING AND BUDGET DIVISION	1
FARM SECURITY ADMINISTRATION	1
NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION NATIONAL ENVIRONMENTAL SATTELITE DATA AND INFORMATION SERVICE NATIONAL CLIMATIC DATA CENTER	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE SOCIAL AND REHABILITATION SERVICE OFFICE OF INFORMATION SYSTEMS NATIONAL CENTER FOR SOCIAL STATISTICS	1
UNITED STATES DEPARTMENT OF JUSTICE NATIONAL INSTITUTE OF JUSTICE NATIONAL CRIMINAL JUSTICE REFERENCE SERVICE	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE ALCOHOL DRUG ABUSE AND MENTAL HEALTH ADMINISTRATION NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM	1
INTERNATIONAL JOINT COMMISSION	1
NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION NATIONAL ENVIRONMENTAL SATELLITE DATA AND INFORMATION SERVICE NATIONAL CLIMATIC DATA CENTER	1
AERO MEDICAL LABORATORY ENGINEERING DIVISION AIR TECHNICAL SERVICE COMMAND WRIGHT FIELD	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION BUREAU OF HEALTH MANPOWER PROGRAM MANAGEMENT INFORMATION SECTION/PEB/OBD	1
UNITED STATES DEPARTMENT OF COMMERCE OFFICE OF BUSINESS ECONOMICS CLEARINGHOUSE FOR FOREIGN TRANSACTIONS	1
BUREAU OF SPORT FISHERIES AND WILDLIFE	1
UNITED STATES OFFICE OF PERSONNEL MANAGEMENT	1
SCIENCE AND EDUCATION ADMINISTRATION UNITED STATES DEPARTMENT OF AGRICULTURE	1
GOVERNMENTPRINTOFF	1
UNITED STATES DEPARTMENT OF TRANSPORTATION FEDERAL RAILROAD ADMINISTRATION	1
FEDERAL SECURITY AGENCY PUBLIC HEALTH SERVICE NATIONAL HEART INSTITUTE OF NATIONAL INSTITUTES OF HEALTH	1
ENVIRONMENTAL DATA SERVICE	1
FOREIGN AFFAIRS DOCUMENT AND REFERENCE CENTER PUBLISHING AND REPRODUCTION DIVISION	1
DEPARTMENT OF VETERANS BENEFITS VETERANS ADMINISTRATION CENTER	1
UNITED STATES DEPARTMENT OF COMMERCE BUSINESS AND DEFENSE SERVICES ADMINISTRATION OFFICE OF TECHNICAL SERVICES ETC	1
BUREAU FOR REFUGEE PROGRAMS DEPARTMENT OF STATE	1
UNITED STATES DEPARTMENT OF TRANSPORTATION RESEARCH AND SPECIAL PROGRAMS ADMINISTRATION MATERIALS TRANSPORTATION BUREAU	1
ARMY RESEARCH OFFICE	1
FERMI NATIONAL ACCELERATOR LABORATORY	1
DEPARTMENT OF LABOR	1
FEDERAL WILDLIFE PERMIT OFFICE UNITED STATES FISH AND WILDLIFE SERVICE UNITED STATES DEPARTMENT OF INTERIOR	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE HEALTH SERVICES AND MENTAL HEALTH ADMINISTRATION CENTER FOR DISEASE CONTROL	1
WAR RELOCATION AUTHORITY	1
UNITED STATES SECURITIES AND EXCHANGE COMMISSION OFFICE OF REPORTS AND INFORMATION SERVICES	1
SYMPOSIUM PUBLICATIONS DIVISION PERGAMON PRESS	1
UNITED STATES ARMY RESEARCH OFFICE-DURHAM	1
DIVISION OF COOPERATIVE FOREST FIRE CONTROL ETC FOREST SERVICE UNITED STATES DEPARTMENT OF AGRICULTURE	1
UNITED STATES DEPARTMENT OF ENERGY ENERGY INFORMATION ADMINISTRATION OFFICE OF ENERGY INFORMATION SERVICES	1
DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE OFFICE OF HEALTH RESEARCH STATISTICS AND TECHNOLOGY NATIONAL CENTER FOR HEALTH STATISTICS CLEARINGHOUSE ON HEALTH INDEXES	1
AVAILABLE FROM SUPT OF DOCS UNITED STATES GOVERNMENT PRINTING OFFICE	1
DEPARTMENT OF INTERIOR BUREAU OF RECLAMATION ENGINEERING AND RESEARCH CENTER DIVISION OF OPERATION AND MAINTENANCE TECHNICAL SERVICES	1
OFFICE OF ADMINISTRATOR OF VETERANS AFFAIRS	1
SERVICE UNITED STATES DEPARTMENT OF COMMERCE	1
OFFICE OF MINORITY BUSINESS ENTERPRISE	1
UNITED STATES TREASURY DEPARTMENT BUREAU OF CUSTOMS	1
DEPARTMENT OF TREASURY UNITED STATES CUSTOMS SERVICE	1
OFFICE OF GOVERNMENT REPORTS	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL HEART LUNG AND BLOOD INSTITUTE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE ETC	1
OFFICE OF RECORDS ADMINISTRATION ADMINISTRATIVE OFFICE NAVY DEPARTMENT	1
EDUCATION DIVISION UNITED STATES OFFICE OF INDIAN AFFAIRS	1
FOOD AND DRUG ADMINISTRATION OFFICE OF COMPLIANCE BUREAU OF FOODS	1
CANCER CHEMOTHERAPY NATIONAL SERVICE CENTER NATIONAL CANCER INSTITUTE NATIONAL INSTITUTES OF HEALTH	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH	1
BUREAU OF EDUCATIONAL AND CULTURAL AFFAIRS UNITED STATES DEPARTMENT OF STATE	1
FOREST SERVICE UNITED STATES DEPARTMENT OF AGRICULTURE IN COOPERATION WITH AMERICAN WOOD-PRESERVERS ASSOCIATION	1
UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE OFFICE OF ASSISTANT SECRETARY FOR HEALTH OFFICE ON SMOKING AND HEALTH	1
INFORMATION SERVICES TECHNICAL ASSISTANCE PROGRAM URBAN MASS TRANSPORTATION ADMINISTRATION UNITED STATES DEPARTMENT OF TRANSPORTATION	1
NATIONAL TECHNICAL INFORMATION SERVICE DEPARTMENT OF COMMERCE	1
DEPARTMENT OF HEALTH EDUCATION AND WELFARE HCFA	1
BUREAU OF EPIDEMIOLOGY	1
WATER RESOURCES DIVISION UNITED STATES GEOLOGICAL SURVEY	1
PUBLIC HEALTH SERVICE ETC	1
RESEARCH RESOURCES BRANCH NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES NATIONAL INSTITUTES OF HEALTH	1
DEPARTMENT OF INTERIOR FISH AND WILDLIFE SERVICE ALASKA AREA OFFICE	1
NATIONAL RESEARCH COUNCIL OF NATIONAL ACADEMY OF SCIENCES	1
EXECUTIVE COMMITTEE OF FRIENDS OF ARMY MEDICAL LIBRARY	1
FEDERAL COORDINATING COUNCIL FOR SCIENCE ENGINEERING AND TECHNOLOGY	1
HEALTH CARE FINANCING ADMINISTRATION MEDICARE BUREAU	1
FEDERAL ENERGY ADMINISTRATION OFFICE OF INTERGOVERNMENTAL REGIONAL AND SPECIAL PROGRAMS	1
PROJECT HEAD START	1
NATIONAL HIGHWAY SAFETY BUREAU	1
DEPARTMENT OF HEALTH AND HUMAN SERVICES PUBLIC HEALTH SERVICE FOOD AND DRUG ADMINISTRATION BUREAU OF RADIOLOGICAL HEALTH	1
UNITED STATES DEPARTMENT OF COMMERCE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION WASHINGTON	1
SOIL EROSION SERVICE UNITED STATES DEPARTMENT OF INTERIOR	1
UNITED STATES NATIONAL CENTER FOR RADIOLOGICAL HEALTH	1
UNITED STATES OFFICE OF EDUCATION NATIONAL CENTER FOR EDUCATIONAL STATISTICS	1
NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION	1
PUBLIC HEALTH SERVICE	1
DIVISION OF RESEARCH SERVICES NATIONAL INSTITUTES OF HEALTH	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE HEALTH RESOURCES ADMINISTRATION BUREAU OF HEALTH PLANNING	1
HISTORICAL DIVISION OFFICE OF ADMINISTRATIVE SERVICES OFFICE OF CHIEF OF ENGINEERS	1
NATIONAL OCEANOGRAPHIC DATA CENTER	1
FEDERAL RESERVE BANK OF CHICAGO	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH NATIONAL INSTITUTE OF NEUROLOGICAL DISEASES AND STROKE	1
INFORMATION OFFICE FARM CREDIT ADMINISTRATION	1
ARTILLERY SCHOOL PRESS	1
UNITED STATES OFFICE OF ARMED FORCES INFORMATION AND EDUCATION DEPARTMENT OF DEFENSE	1
UNITED STATES DEPARTMENT OF HEALTH EDUCATION AND WELFARE PUBLIC HEALTH SERVICE CENTER FOR DISEASE CONTROL BUREAU OF HEALTH EDUCATION NATIONAL CLEARINGHOUSE COMMITTEE ON FOR SMOKING AND HEALTH	1
ENVIRONMENTAL SCIENCE INFORMATION CENTER	1
MONITORING AND DATA ANALYSIS DIVISION UNITED STATES ENVIRONMENTAL PROTECTION AGENCY	1
NATIONAL ECONOMIC ANALYSIS DIVISION ECONOMIC RESEARCH SERVICE USDA	1
